Survived,new_initials,Pclass,Age,SibSp,Parch,Fare,Cabin,initials,female,male,Embarked_enc
1, Mrs,1,35.0,1,0,52.0,0, Mrs,1.0,0.0,2
0, Mr,3,30.707422907488983,0,0,7.8958,0, Mr,0.0,1.0,2
0, Mr,2,18.0,0,0,73.5,0, Mr,0.0,1.0,2
0, Master,3,1.0,5,2,46.9,0, Master,0.0,1.0,2
1, Miss,2,36.0,0,0,13.0,0, Miss,1.0,0.0,2
0, Mr,3,30.707422907488983,0,0,7.7292,0, Mr,0.0,1.0,1
1, Miss,2,17.0,0,0,12.0,0, Miss,1.0,0.0,0
1, Mr,1,36.0,1,2,120.0,1, Mr,0.0,1.0,2
1, Mr,3,21.0,0,0,7.7958,0, Mr,0.0,1.0,2
0, Mr,3,28.0,2,0,7.925,0, Mr,0.0,1.0,2
1, Miss,1,23.0,1,0,113.275,1, Miss,1.0,0.0,0
1, Mrs,3,24.0,0,2,16.7,1, Mrs,1.0,0.0,2
0, Mr,3,22.0,0,0,7.7958,0, Mr,0.0,1.0,2
0, Miss,3,31.0,0,0,7.8542,0, Miss,1.0,0.0,2
0, Mr,2,46.0,0,0,26.0,0, Mr,0.0,1.0,2
0, Dr,2,23.0,0,0,10.5,0, Dr,0.0,1.0,2
1, Mrs,2,28.0,0,0,12.65,0, Mrs,1.0,0.0,2
1, Mr,3,39.0,0,0,7.925,0, Mr,0.0,1.0,2
0, Mr,3,26.0,0,0,8.05,0, Mr,0.0,1.0,2
0, Miss,3,21.0,1,0,9.825,0, Miss,1.0,0.0,2
0, Mr,3,28.0,1,0,15.85,0, Mr,0.0,1.0,2
0, Miss,3,20.0,0,0,8.6625,0, Miss,1.0,0.0,2
0, Mr,2,34.0,1,0,21.0,0, Mr,0.0,1.0,2
0, Mr,3,51.0,0,0,7.75,0, Mr,0.0,1.0,2
1, Master,2,3.0,1,1,18.75,0, Master,0.0,1.0,2
0, Mr,3,21.0,0,0,7.775,0, Mr,0.0,1.0,2
0, Miss,3,27.77906976744186,3,1,25.4667,0, Miss,1.0,0.0,2
0, Mr,3,30.707422907488983,0,0,7.8958,0, Mr,0.0,1.0,2
0, Mr,3,30.707422907488983,0,0,6.8583,0, Mr,0.0,1.0,1
1, Miss,1,33.0,1,0,90.0,1, Miss,1.0,0.0,1
0, Mr,2,30.707422907488983,0,0,0.0,0, Mr,0.0,1.0,2
1, Mr,3,44.0,0,0,7.925,0, Mr,0.0,1.0,2
0, Mrs,3,27.77906976744186,0,0,8.05,0, Mrs,1.0,0.0,2
1, Mrs,2,34.0,1,1,32.5,0, Mrs,1.0,0.0,2
1, Miss,2,18.0,0,2,13.0,0, Miss,1.0,0.0,2
0, Mr,2,30.0,0,0,13.0,0, Mr,0.0,1.0,2
0, Miss,3,10.0,0,2,24.15,0, Miss,1.0,0.0,2
0, Mr,3,30.707422907488983,0,0,7.8958,0, Mr,0.0,1.0,0
0, Mr,3,21.0,0,0,7.7333,0, Mr,0.0,1.0,1
0, Mr,3,29.0,0,0,7.875,0, Mr,0.0,1.0,2
0, Mrs,3,28.0,1,1,14.4,0, Mrs,1.0,0.0,2
0, Mr,3,18.0,1,1,20.2125,0, Mr,0.0,1.0,2
0, Mr,3,30.707422907488983,0,0,7.25,0, Mr,0.0,1.0,2
1, Mrs,2,28.0,1,0,26.0,0, Mrs,1.0,0.0,2
1, Miss,2,19.0,0,0,26.0,0, Miss,1.0,0.0,2
0, Mr,3,30.707422907488983,0,0,7.75,0, Mr,0.0,1.0,1
1, Mr,3,32.0,0,0,8.05,1, Mr,0.0,1.0,2
1, Mr,1,28.0,0,0,26.55,1, Mr,0.0,1.0,2
1, Mrs,3,27.77906976744186,1,0,16.1,0, Mrs,1.0,0.0,2
1, Mrs,2,42.0,1,0,26.0,0, Mrs,1.0,0.0,2
0, Mr,3,17.0,0,0,7.125,0, Mr,0.0,1.0,2
0, Mr,1,50.0,1,0,55.9,1, Mr,0.0,1.0,2
1, Miss,1,14.0,1,2,120.0,1, Miss,1.0,0.0,2
0, Miss,3,21.0,2,2,34.375,0, Miss,1.0,0.0,2
1, Mrs,2,24.0,2,3,18.75,0, Mrs,1.0,0.0,2
0, Mr,2,31.0,0,0,10.5,0, Mr,0.0,1.0,2
1, Mrs,2,45.0,1,1,26.25,0, Mrs,1.0,0.0,2
0, Mr,3,20.0,0,0,9.5,0, Mr,0.0,1.0,2
0, Mr,3,25.0,1,0,7.775,0, Mr,0.0,1.0,2
1, Ms,2,28.0,0,0,13.0,0, Ms,1.0,0.0,2
1, Mr,3,30.707422907488983,0,0,8.1125,0, Mr,0.0,1.0,2
1, Master,1,4.0,0,2,81.8583,1, Master,0.0,1.0,2
1, Miss,2,13.0,0,1,19.5,0, Miss,1.0,0.0,2
1, Mr,1,34.0,0,0,26.55,0, Mr,0.0,1.0,2
1, Miss,3,5.0,2,1,19.2583,0, Miss,1.0,0.0,0
1, Major,1,52.0,0,0,30.5,1, Major,0.0,1.0,2
0, Mr,2,36.0,1,2,27.75,0, Mr,0.0,1.0,2
0, Mr,3,30.707422907488983,1,0,19.9667,0, Mr,0.0,1.0,2
0, Mr,1,30.0,0,0,27.75,1, Mr,0.0,1.0,0
1, Mr,1,49.0,1,0,89.1042,1, Mr,0.0,1.0,0
0, Mr,3,30.707422907488983,0,0,8.05,0, Mr,0.0,1.0,2
1, Mr,3,29.0,0,0,7.8958,0, Mr,0.0,1.0,0
0, Mr,1,65.0,0,0,26.55,1, Mr,0.0,1.0,2
1, Mrs,1,27.77906976744186,1,0,51.8625,1, Mrs,1.0,0.0,2
1, Miss,2,50.0,0,0,10.5,0, Miss,1.0,0.0,2
0, Mr,3,30.707422907488983,0,0,7.75,0, Mr,0.0,1.0,1
1, Mr,1,48.0,0,0,26.55,1, Mr,0.0,1.0,2
0, Mr,3,34.0,0,0,8.05,0, Mr,0.0,1.0,2
0, Mr,1,47.0,0,0,38.5,1, Mr,0.0,1.0,2
0, Mr,2,48.0,0,0,13.0,0, Mr,0.0,1.0,2
0, Mr,3,30.707422907488983,0,0,8.05,0, Mr,0.0,1.0,2
0, Mr,3,38.0,0,0,7.05,0, Mr,0.0,1.0,2
0, Mr,2,30.707422907488983,0,0,0.0,0, Mr,0.0,1.0,2
0, Mr,1,56.0,0,0,26.55,0, Mr,0.0,1.0,2
0, Mr,3,30.707422907488983,0,0,7.725,0, Mr,0.0,1.0,1
1, Miss,3,0.75,2,1,19.2583,0, Miss,1.0,0.0,0
0, Mr,3,30.707422907488983,0,0,7.25,0, Mr,0.0,1.0,2
0, Mr,3,38.0,0,0,8.6625,0, Mr,0.0,1.0,2
1, Mrs,2,33.0,1,2,27.75,0, Mrs,1.0,0.0,2
1, Mrs,2,23.0,0,0,13.7917,1, Mrs,1.0,0.0,0
0, Miss,3,22.0,0,0,9.8375,0, Miss,1.0,0.0,2
0, Mr,1,30.707422907488983,0,0,52.0,1, Mr,0.0,1.0,2
0, Mr,2,34.0,1,0,21.0,0, Mr,0.0,1.0,2
0, Mr,3,29.0,1,0,7.0458,0, Mr,0.0,1.0,2
0, Mr,3,22.0,0,0,7.5208,0, Mr,0.0,1.0,2
1, Miss,3,2.0,0,1,12.2875,0, Miss,1.0,0.0,2
0, Master,3,9.0,5,2,46.9,0, Master,0.0,1.0,2
0, Mr,2,30.707422907488983,0,0,0.0,0, Mr,0.0,1.0,2
0, Mr,3,50.0,0,0,8.05,0, Mr,0.0,1.0,2
1, Mrs,3,63.0,0,0,9.5875,0, Mrs,1.0,0.0,2
1, Mr,1,25.0,1,0,91.0792,1, Mr,0.0,1.0,0
0, Miss,3,27.77906976744186,3,1,25.4667,0, Miss,1.0,0.0,2
1, Mrs,1,35.0,1,0,90.0,1, Mrs,1.0,0.0,2
0, Mr,1,58.0,0,0,29.7,1, Mr,0.0,1.0,0
0, Mr,3,30.0,0,0,8.05,0, Mr,0.0,1.0,2
1, Master,3,9.0,1,1,15.9,0, Master,0.0,1.0,2
0, Mr,3,30.707422907488983,1,0,19.9667,0, Mr,0.0,1.0,2
0, Mr,3,21.0,0,0,7.25,0, Mr,0.0,1.0,2
0, Mr,1,55.0,0,0,30.5,1, Mr,0.0,1.0,2
0, Mr,1,71.0,0,0,49.5042,0, Mr,0.0,1.0,0
0, Mr,3,21.0,0,0,8.05,0, Mr,0.0,1.0,2
0, Mr,3,30.707422907488983,0,0,14.4583,0, Mr,0.0,1.0,0
1, Miss,1,54.0,1,0,78.2667,1, Miss,1.0,0.0,0
0, Mr,3,30.707422907488983,0,0,15.1,0, Mr,0.0,1.0,2
0, Mrs,1,25.0,1,2,151.55,1, Mrs,1.0,0.0,2
0, Mr,3,24.0,0,0,7.7958,0, Mr,0.0,1.0,2
0, Mr,3,17.0,0,0,8.6625,0, Mr,0.0,1.0,2
0, Miss,3,21.0,0,0,7.75,0, Miss,1.0,0.0,1
0, Miss,3,27.77906976744186,0,0,7.6292,0, Miss,1.0,0.0,1
0, Miss,3,37.0,0,0,9.5875,0, Miss,1.0,0.0,2
1, Miss,1,16.0,0,0,86.5,1, Miss,1.0,0.0,2
0, Mr,1,18.0,1,0,108.9,1, Mr,0.0,1.0,0
1, Mrs,2,33.0,0,2,26.0,0, Mrs,1.0,0.0,2
1, Mr,1,30.707422907488983,0,0,26.55,0, Mr,0.0,1.0,2
0, Mr,3,28.0,0,0,22.525,0, Mr,0.0,1.0,2
1, Mr,3,26.0,0,0,56.4958,0, Mr,0.0,1.0,2
1, Mr,3,29.0,0,0,7.75,0, Mr,0.0,1.0,1
0, Mr,3,30.707422907488983,0,0,8.05,0, Mr,0.0,1.0,2
1, Mr,1,36.0,0,0,26.2875,1, Mr,0.0,1.0,2
1, Mrs,1,54.0,1,0,59.4,0, Mrs,1.0,0.0,0
0, Mr,3,24.0,0,0,7.4958,0, Mr,0.0,1.0,2
0, Mr,1,47.0,0,0,34.0208,1, Mr,0.0,1.0,2
1, Mrs,2,34.0,0,0,10.5,1, Mrs,1.0,0.0,2
0, Mr,3,30.707422907488983,0,0,24.15,0, Mr,0.0,1.0,1
1, Mrs,2,36.0,1,0,26.0,0, Mrs,1.0,0.0,2
0, Mr,3,32.0,0,0,7.8958,0, Mr,0.0,1.0,2
1, Miss,1,30.0,0,0,93.5,1, Miss,1.0,0.0,2
0, Mr,3,22.0,0,0,7.8958,0, Mr,0.0,1.0,2
0, Mr,3,30.707422907488983,0,0,7.225,0, Mr,0.0,1.0,0
1, Mrs,1,44.0,0,1,57.9792,1, Mrs,1.0,0.0,0
0, Mr,3,30.707422907488983,0,0,7.2292,0, Mr,0.0,1.0,0
0, Mr,3,40.5,0,0,7.75,0, Mr,0.0,1.0,1
1, Miss,2,50.0,0,0,10.5,0, Miss,1.0,0.0,2
0, Mr,3,39.0,0,0,7.925,0, Mr,0.0,1.0,2
0, Mr,2,23.0,2,1,11.5,0, Mr,0.0,1.0,2
1, Miss,2,2.0,1,1,26.0,0, Miss,1.0,0.0,2
0, Mr,3,30.707422907488983,0,0,7.2292,0, Mr,0.0,1.0,0
0, Mr,3,17.0,1,1,7.2292,0, Mr,0.0,1.0,0
1, Mrs,3,27.77906976744186,0,2,22.3583,0, Mrs,1.0,0.0,0
0, Miss,3,30.0,0,0,8.6625,0, Miss,1.0,0.0,2
1, Miss,2,7.0,0,2,26.25,0, Miss,1.0,0.0,2
0, Major,1,45.0,0,0,26.55,1, Major,0.0,1.0,2
1, Miss,1,30.0,0,0,106.425,0, Miss,1.0,0.0,0
0, Mr,3,30.707422907488983,0,0,14.5,0, Mr,0.0,1.0,2
1, Miss,1,22.0,0,2,49.5,1, Miss,1.0,0.0,0
1, Miss,1,36.0,0,2,71.0,1, Miss,1.0,0.0,2
0, Miss,3,9.0,4,2,31.275,0, Miss,1.0,0.0,2
0, Miss,3,11.0,4,2,31.275,0, Miss,1.0,0.0,2
1, Mr,2,32.0,1,0,26.0,0, Mr,0.0,1.0,2
0, Mr,1,50.0,1,0,106.425,1, Mr,0.0,1.0,0
0, Mr,1,64.0,0,0,26.0,0, Mr,0.0,1.0,2
1, Mrs,2,19.0,1,0,26.0,0, Mrs,1.0,0.0,2
1, Mr,2,30.707422907488983,0,0,13.8625,0, Mr,0.0,1.0,0
0, Mr,3,33.0,1,1,20.525,0, Mr,0.0,1.0,2
1, Master,2,8.0,1,1,36.75,0, Master,0.0,1.0,2
1, Mr,1,17.0,0,2,110.8833,1, Mr,0.0,1.0,0
0, Mr,2,27.0,0,0,26.0,0, Mr,0.0,1.0,2
0, Mr,3,30.707422907488983,0,0,7.8292,0, Mr,0.0,1.0,1
1, Mr,3,22.0,0,0,7.225,0, Mr,0.0,1.0,0
1, Miss,3,22.0,0,0,7.775,0, Miss,1.0,0.0,2
0, Mr,1,62.0,0,0,26.55,0, Mr,0.0,1.0,2
1, Lady,1,48.0,1,0,39.6,1, Lady,1.0,0.0,0
1, Mrs,1,39.0,1,1,79.65,1, Mrs,1.0,0.0,2
1, Mrs,3,36.0,1,0,17.4,0, Mrs,1.0,0.0,2
0, Mr,3,30.707422907488983,0,0,7.75,0, Mr,0.0,1.0,1
0, Mr,3,40.0,0,0,7.8958,0, Mr,0.0,1.0,2
0, Mr,2,28.0,0,0,13.5,0, Mr,0.0,1.0,2
0, Mr,3,30.707422907488983,0,0,8.05,0, Mr,0.0,1.0,2
0, Miss,3,27.77906976744186,0,0,8.05,0, Miss,1.0,0.0,2
0, Mr,3,24.0,2,0,24.15,0, Mr,0.0,1.0,2
0, Mr,3,19.0,0,0,7.8958,0, Mr,0.0,1.0,2
0, Mrs,3,29.0,0,4,21.075,0, Mrs,1.0,0.0,2
0, Mr,3,30.707422907488983,0,0,7.2292,0, Mr,0.0,1.0,0
1, Mr,3,32.0,0,0,7.8542,0, Mr,0.0,1.0,2
1, Mr,2,62.0,0,0,10.5,0, Mr,0.0,1.0,2
1, Mrs,1,53.0,2,0,51.4792,1, Mrs,1.0,0.0,2
1, Mr,1,36.0,0,0,26.3875,1, Mr,0.0,1.0,2
1, Miss,3,27.77906976744186,0,0,7.75,0, Miss,1.0,0.0,1
0, Mr,3,16.0,0,0,8.05,0, Mr,0.0,1.0,2
0, Mr,3,19.0,0,0,14.5,0, Mr,0.0,1.0,2
1, Miss,2,34.0,0,0,13.0,0, Miss,1.0,0.0,2
1, Mrs,1,39.0,1,0,55.9,1, Mrs,1.0,0.0,2
0, Mrs,3,27.77906976744186,1,0,14.4583,0, Mrs,1.0,0.0,0
1, Mr,3,32.0,0,0,7.925,0, Mr,0.0,1.0,2
1, Miss,2,25.0,1,1,30.0,0, Miss,1.0,0.0,2
1, Mrs,1,39.0,1,1,110.8833,1, Mrs,1.0,0.0,0
0, Mr,2,54.0,0,0,26.0,0, Mr,0.0,1.0,2
0, Mr,1,36.0,0,0,40.125,1, Mr,0.0,1.0,0
0, Mr,3,30.707422907488983,0,0,8.7125,0, Mr,0.0,1.0,0
1, Miss,1,18.0,0,2,79.65,1, Miss,1.0,0.0,2
0, Mr,2,47.0,0,0,15.0,0, Mr,0.0,1.0,2
1, Mr,1,60.0,1,1,79.2,1, Mr,0.0,1.0,0
0, Mr,3,22.0,0,0,8.05,0, Mr,0.0,1.0,2
0, Mr,3,30.707422907488983,0,0,8.05,0, Mr,0.0,1.0,2
0, Mr,3,35.0,0,0,7.125,0, Mr,0.0,1.0,2
1, Mrs,1,52.0,1,0,78.2667,1, Mrs,1.0,0.0,0
0, Mr,3,47.0,0,0,7.25,0, Mr,0.0,1.0,2
0, Miss,3,27.77906976744186,0,2,7.75,0, Miss,1.0,0.0,1
0, Mr,2,37.0,1,0,26.0,0, Mr,0.0,1.0,2
0, Mr,3,36.0,1,1,24.15,0, Mr,0.0,1.0,2
1, Miss,2,27.77906976744186,0,0,33.0,0, Miss,1.0,0.0,2
0, Mr,3,49.0,0,0,0.0,0, Mr,0.0,1.0,2
0, Mr,3,30.707422907488983,0,0,7.225,0, Mr,0.0,1.0,0
1, Sir,1,49.0,1,0,56.9292,1, Sir,0.0,1.0,0
1, Mrs,2,24.0,2,1,27.0,0, Mrs,1.0,0.0,2
0, Mr,3,30.707422907488983,0,0,7.8958,0, Mr,0.0,1.0,2
0, Mr,1,30.707422907488983,0,0,42.4,0, Mr,0.0,1.0,2
0, Mr,3,44.0,0,0,8.05,0, Mr,0.0,1.0,2
1, Mr,1,35.0,0,0,26.55,0, Mr,0.0,1.0,0
0, Mr,3,36.0,1,0,15.55,0, Mr,0.0,1.0,2
0, Mr,3,30.0,0,0,7.8958,0, Mr,0.0,1.0,2
1, Mr,1,27.0,0,0,30.5,0, Mr,0.0,1.0,2
1, Mrs,2,22.0,1,2,41.5792,0, Mrs,1.0,0.0,0
1, Miss,1,40.0,0,0,153.4625,1, Miss,1.0,0.0,2
0, Mrs,3,39.0,1,5,31.275,0, Mrs,1.0,0.0,2
0, Mr,3,30.707422907488983,0,0,7.05,0, Mr,0.0,1.0,2
1, Miss,3,27.77906976744186,1,0,15.5,0, Miss,1.0,0.0,1
0, Mr,3,30.707422907488983,0,0,7.75,0, Mr,0.0,1.0,1
0, Mr,3,35.0,0,0,8.05,0, Mr,0.0,1.0,2
1, Miss,2,24.0,1,2,65.0,0, Miss,1.0,0.0,2
0, Mr,3,34.0,1,1,14.4,0, Mr,0.0,1.0,2
0, Mrs,3,26.0,1,0,16.1,0, Mrs,1.0,0.0,2
1, Miss,2,4.0,2,1,39.0,1, Miss,1.0,0.0,2
0, Mr,2,26.0,0,0,10.5,0, Mr,0.0,1.0,2
0, Mr,3,27.0,1,0,14.4542,0, Mr,0.0,1.0,0
1, Mr,1,42.0,1,0,52.5542,1, Mr,0.0,1.0,2
1, Mr,3,20.0,1,1,15.7417,0, Mr,0.0,1.0,0
0, Mr,3,21.0,0,0,7.8542,0, Mr,0.0,1.0,2
0, Mr,3,21.0,0,0,16.1,0, Mr,0.0,1.0,2
0, Mr,1,61.0,0,0,32.3208,1, Mr,0.0,1.0,2
0, Rev,2,57.0,0,0,12.35,0, Rev,0.0,1.0,1
1, Miss,1,21.0,0,0,77.9583,1, Miss,1.0,0.0,2
0, Mr,3,26.0,0,0,7.8958,0, Mr,0.0,1.0,2
0, Mr,3,30.707422907488983,0,0,7.7333,0, Mr,0.0,1.0,1
1, Mr,1,80.0,0,0,30.0,1, Mr,0.0,1.0,2
0, Mr,3,51.0,0,0,7.0542,0, Mr,0.0,1.0,2
1, Dr,1,32.0,0,0,30.5,1, Dr,0.0,1.0,0
0, Mr,1,30.707422907488983,0,0,0.0,0, Mr,0.0,1.0,2
0, Miss,3,9.0,3,2,27.9,0, Miss,1.0,0.0,2
1, Miss,2,28.0,0,0,13.0,0, Miss,1.0,0.0,2
0, Mr,3,32.0,0,0,7.925,0, Mr,0.0,1.0,2
0, Mr,2,31.0,1,1,26.25,0, Mr,0.0,1.0,2
0, Mrs,3,41.0,0,5,39.6875,0, Mrs,1.0,0.0,2
0, Mr,3,30.707422907488983,1,0,16.1,0, Mr,0.0,1.0,2
0, Mr,3,20.0,0,0,7.8542,0, Mr,0.0,1.0,2
1, Mlle,1,24.0,0,0,69.3,1, Mlle,1.0,0.0,0
0, Miss,3,2.0,3,2,27.9,0, Miss,1.0,0.0,2
1, Mr,3,30.707422907488983,0,0,56.4958,0, Mr,0.0,1.0,2
1, Miss,3,0.75,2,1,19.2583,0, Miss,1.0,0.0,0
1, Mr,1,48.0,1,0,76.7292,1, Mr,0.0,1.0,0
0, Mr,3,19.0,0,0,7.8958,0, Mr,0.0,1.0,2
1, Col,1,56.0,0,0,35.5,1, Col,0.0,1.0,0
0, Mr,3,30.707422907488983,0,0,7.55,0, Mr,0.0,1.0,2
1, Miss,3,23.0,0,0,7.55,0, Miss,1.0,0.0,2
0, Mr,3,30.707422907488983,0,0,7.8958,0, Mr,0.0,1.0,2
1, Miss,2,18.0,0,1,23.0,0, Miss,1.0,0.0,2
0, Mr,3,21.0,0,0,8.4333,0, Mr,0.0,1.0,2
1, Miss,3,27.77906976744186,0,0,7.8292,0, Miss,1.0,0.0,1
0, Miss,3,18.0,0,0,6.75,0, Miss,1.0,0.0,1
0, Mr,2,24.0,2,0,73.5,0, Mr,0.0,1.0,2
0, Mr,3,30.707422907488983,0,0,7.8958,0, Mr,0.0,1.0,2
0, Mrs,3,32.0,1,1,15.5,0, Mrs,1.0,0.0,1
0, Mr,2,23.0,0,0,13.0,0, Mr,0.0,1.0,2
0, Mr,1,58.0,0,2,113.275,1, Mr,0.0,1.0,0
1, Dr,1,50.0,2,0,133.65,0, Dr,0.0,1.0,2
0, Mr,3,40.0,0,0,7.225,0, Mr,0.0,1.0,0
0, Mr,1,47.0,0,0,25.5875,1, Mr,0.0,1.0,2
0, Mr,3,36.0,0,0,7.4958,0, Mr,0.0,1.0,2
1, Mr,3,20.0,1,0,7.925,0, Mr,0.0,1.0,2
0, Mr,2,32.0,2,0,73.5,0, Mr,0.0,1.0,2
0, Mr,2,25.0,0,0,13.0,0, Mr,0.0,1.0,2
0, Mr,3,30.707422907488983,0,0,7.775,0, Mr,0.0,1.0,2
0, Mr,3,43.0,0,0,8.05,0, Mr,0.0,1.0,2
1, Mrs,1,27.77906976744186,1,0,52.0,1, Mrs,1.0,0.0,2
1, Mrs,2,40.0,1,1,39.0,0, Mrs,1.0,0.0,2
0, Mr,1,31.0,1,0,52.0,1, Mr,0.0,1.0,2
0, Mr,2,70.0,0,0,10.5,0, Mr,0.0,1.0,2
1, Mr,2,31.0,0,0,13.0,0, Mr,0.0,1.0,2
0, Mr,2,30.707422907488983,0,0,0.0,0, Mr,0.0,1.0,2
0, Mr,3,18.0,0,0,7.775,0, Mr,0.0,1.0,2
0, Mr,3,24.5,0,0,8.05,0, Mr,0.0,1.0,2
1, Miss,3,18.0,0,0,9.8417,0, Miss,1.0,0.0,2
0, Mrs,3,43.0,1,6,46.9,0, Mrs,1.0,0.0,2
0, Miss,3,27.77906976744186,0,0,8.1375,0, Miss,1.0,0.0,1
1, Mr,1,27.0,0,0,76.7292,1, Mr,0.0,1.0,0
0, Mr,3,20.0,0,0,9.225,0, Mr,0.0,1.0,2
0, Mr,3,14.0,5,2,46.9,0, Mr,0.0,1.0,2
0, Mr,2,60.0,1,1,39.0,0, Mr,0.0,1.0,2
0, Mr,2,25.0,1,2,41.5792,0, Mr,0.0,1.0,0
0, Mr,3,14.0,4,1,39.6875,0, Mr,0.0,1.0,2
0, Mr,3,19.0,0,0,10.1708,0, Mr,0.0,1.0,2
0, Mr,3,18.0,0,0,7.7958,0, Mr,0.0,1.0,2
1, Mr,1,31.0,1,0,57.0,1, Mr,0.0,1.0,2
1, Miss,3,4.0,0,1,13.4167,0, Miss,1.0,0.0,0
1, Mr,3,30.707422907488983,0,0,56.4958,0, Mr,0.0,1.0,2
0, Mr,3,25.0,0,0,7.225,0, Mr,0.0,1.0,0
0, Col,1,60.0,0,0,26.55,0, Col,0.0,1.0,2
0, Mr,2,52.0,0,0,13.5,0, Mr,0.0,1.0,2
0, Mr,3,44.0,0,0,8.05,0, Mr,0.0,1.0,2
1, Miss,3,27.77906976744186,0,0,7.7333,0, Miss,1.0,0.0,1
0, Mr,1,49.0,1,1,110.8833,1, Mr,0.0,1.0,0
0, Mr,3,42.0,0,0,7.65,1, Mr,0.0,1.0,2
1, Mr,1,35.0,0,0,26.2875,1, Mr,0.0,1.0,2
0, Miss,3,18.0,0,1,14.4542,0, Miss,1.0,0.0,0
0, Mr,3,25.0,0,0,7.7417,0, Mr,0.0,1.0,1
0, Mr,3,26.0,1,0,7.8542,0, Mr,0.0,1.0,2
0, Mr,2,39.0,0,0,26.0,0, Mr,0.0,1.0,2
1, Mrs,2,45.0,0,0,13.5,0, Mrs,1.0,0.0,2
1, Mr,1,42.0,0,0,26.2875,1, Mr,0.0,1.0,2
1, Miss,1,22.0,0,0,151.55,0, Miss,1.0,0.0,2
1, Master,3,30.707422907488983,1,1,15.2458,0, Master,0.0,1.0,0
1, Mlle,1,24.0,0,0,49.5042,1, Mlle,1.0,0.0,0
0, Mr,1,30.707422907488983,0,0,26.55,1, Mr,0.0,1.0,2
1, Mr,1,48.0,1,0,52.0,1, Mr,0.0,1.0,2
0, Mr,3,29.0,0,0,9.4833,0, Mr,0.0,1.0,2
0, Mr,2,52.0,0,0,13.0,0, Mr,0.0,1.0,2
0, Mr,3,19.0,0,0,7.65,1, Mr,0.0,1.0,2
1, Miss,2,27.0,0,0,10.5,1, Miss,1.0,0.0,2
0, Mr,3,30.707422907488983,0,0,15.5,0, Mr,0.0,1.0,1
0, Mr,3,33.0,0,0,7.775,0, Mr,0.0,1.0,2
1, Miss,2,6.0,0,1,33.0,0, Miss,1.0,0.0,2
0, Mr,3,17.0,1,0,7.0542,0, Mr,0.0,1.0,2
0, Mr,2,34.0,0,0,13.0,0, Mr,0.0,1.0,2
0, Mr,2,50.0,0,0,13.0,0, Mr,0.0,1.0,2
1, Mr,1,27.0,1,0,53.1,1, Mr,0.0,1.0,2
0, Mr,3,20.0,0,0,8.6625,0, Mr,0.0,1.0,2
1, Mrs,2,30.0,3,0,21.0,0, Mrs,1.0,0.0,2
1, Miss,3,27.77906976744186,0,0,7.7375,0, Miss,1.0,0.0,1
0, Mr,2,25.0,1,0,26.0,0, Mr,0.0,1.0,2
0, Miss,3,25.0,1,0,7.925,0, Miss,1.0,0.0,2
0, Mr,3,11.0,0,0,18.7875,0, Mr,0.0,1.0,0
0, Mr,2,30.707422907488983,0,0,0.0,0, Mr,0.0,1.0,2
0, Mr,2,23.0,0,0,13.0,0, Mr,0.0,1.0,2
0, Mr,2,23.0,0,0,13.0,0, Mr,0.0,1.0,2
0, Mr,3,28.5,0,0,16.1,0, Mr,0.0,1.0,2
0, Mrs,3,48.0,1,3,34.375,0, Mrs,1.0,0.0,2
0, Mr,3,30.707422907488983,0,0,7.8958,0, Mr,0.0,1.0,2
0, Mr,3,30.707422907488983,0,0,7.8958,0, Mr,0.0,1.0,2
1, Mr,1,30.707422907488983,0,0,30.0,1, Mr,0.0,1.0,2
0, Mr,1,36.0,1,0,78.85,1, Mr,0.0,1.0,2
0, Mr,3,24.0,1,0,16.1,0, Mr,0.0,1.0,2
1, Mr,3,31.0,0,0,7.925,0, Mr,0.0,1.0,2
0, Capt,1,70.0,1,1,71.0,1, Capt,0.0,1.0,2
0, Mr,3,16.0,1,1,20.25,0, Mr,0.0,1.0,2
1, Miss,2,30.0,0,0,13.0,0, Miss,1.0,0.0,2
0, Mr,1,19.0,1,0,53.1,1, Mr,0.0,1.0,2
0, Mr,3,31.0,0,0,7.75,0, Mr,0.0,1.0,1
1, Miss,2,4.0,1,1,23.0,0, Miss,1.0,0.0,2
1, Master,3,6.0,0,1,12.475,1, Master,0.0,1.0,2
0, Mr,3,33.0,0,0,9.5,0, Mr,0.0,1.0,2
0, Mr,3,23.0,0,0,7.8958,0, Mr,0.0,1.0,2
1, Mrs,2,48.0,1,2,65.0,0, Mrs,1.0,0.0,2
1, Master,2,0.67,1,1,14.5,0, Master,0.0,1.0,2
0, Mr,3,28.0,0,0,7.7958,0, Mr,0.0,1.0,2
0, Mr,2,18.0,0,0,11.5,0, Mr,0.0,1.0,2
0, Mr,3,34.0,0,0,8.05,0, Mr,0.0,1.0,2
1, the Countess,1,33.0,0,0,86.5,1, the Countess,1.0,0.0,2
0, Mr,3,30.707422907488983,0,0,14.5,0, Mr,0.0,1.0,2
0, Mr,3,41.0,0,0,7.125,0, Mr,0.0,1.0,2
1, Mr,3,20.0,0,0,7.2292,0, Mr,0.0,1.0,0
1, Mrs,1,36.0,1,2,120.0,1, Mrs,1.0,0.0,2
0, Mr,3,16.0,0,0,7.775,0, Mr,0.0,1.0,2
1, Mrs,1,51.0,1,0,77.9583,1, Mrs,1.0,0.0,2
